name,enabled,n_phases,n_conds,base_freq,terminal1,terminal2,length,units,line_code,geometry
mdv201_hn_2_383_abc8113,true,3,3,60,8111,8113,0.064312798,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_hn_2_803_b837,true,1,1,60,836.2,837.2,0.054559198,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
sw-hn_2_793_sw,true,3,3,60,1023346,mdv201_796usd_int,0.001,km,,
mdv201_796usd,true,3,3,60,mdv201_796usd_int,796,0.001524,km,,3ph_horiz_lg_1c-busbarbusbarbusbarbusbar
mdv201_hn_1_332_c28263,true,1,1,60,28262.3,28263.3,0.042671999,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_890_b52521,true,1,1,60,52519.2,52521.2,0.070713598,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_2_377_abc28196,true,3,3,60,28199,28196,0.066141598,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_hn_1_331_c28262,true,1,1,60,28264.3,28262.3,0.064007998,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_628_c52531,true,1,1,60,28229.3,52531.3,0.059131198,km,,1ph-nonenoneal_1/0_7stracsr_1/0_6/1
mdv201_hn_2_964_a14870,true,1,1,60,14869.1,14870.1,0.080467197,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_da_8_200_c46399,true,1,1,60,46398.3,46399.3,0.032613599,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_106895fuse,true,1,1,60,62264.2,106895.2,0.001524,km,,1ph-nonebusbarnonebusbar
hn_2p054_sw,true,1,1,60,1163442.3,mdv201_1163443elb_int.3,0.001,km,,
mdv201_1163443elb,true,1,1,60,mdv201_1163443elb_int.3,1163443.3,0.001524,km,busbar,
mdv201_da_8_142_abc6584,true,3,3,60,99420,6584,0.068579998,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_1144249fuse,true,1,1,60,14828.3,1144249.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_hn_2_965_a63726,true,1,1,60,14870.1,63726.1,0.068884798,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_c_1_410_a8131,true,1,1,60,8134.1,8131.1,0.054559198,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_463_c62234,true,1,1,60,62232.3,62234.3,0.049377598,km,,1ph-nonenoneal_1/0_7stracsr_1/0_6/1
mdv201_hn_2_133_abc8083,true,3,3,60,841,8083,0.039014399,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_hn_2_840_b52518,true,1,1,60,39579.2,52518.2,0.060655198,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_hn_2_808_abc783,true,3,3,60,782,783,0.057302398,km,,3ph_vert_1c-al_556_19stral_556_19stral_556_19stracsr_1/0_6/1
mdv201_hn_2_608_a8133,true,1,1,60,8132.1,8133.1,0.038404799,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
elb-c_1p032_sw,false,1,1,60,107997.1,mdv201_c_1p032_1160490_int.1,0.001,km,,
mdv201_c_1p032_1160490,true,1,1,60,mdv201_c_1p032_1160490_int.1,1160490.1,0.001524,km,busbar,
mdv201_hn_2_077_c28274,true,1,1,60,100477.3,28274.3,0.076199998,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_hn_2_711_a63676,true,1,1,60,63677.1,63676.1,0.035356799,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_923_c28266,true,1,1,60,102184.3,28266.3,0.028041599,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_21041_c39773,true,1,1,60,39772.3,39773.3,0.088391997,km,,1ph-nonenoneal_1/0_7stracsr_1/0_6/1
mdv201_hn_2_644_a28238,true,1,1,60,28241.1,28238.1,0.054863998,km,,1ph-al_1/0_7strnonenoneacsr_1/0_6/1
mdv201_1144260fuse,true,1,1,60,848.2,1144260.2,0.001524,km,,1ph-nonebusbarnonebusbar
mdv201_hn_2_539_c8098,true,1,1,60,8095.3,8098.3,0.041147999,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_800_b850,true,1,1,60,849.2,850.2,0.045110399,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_hn_2_092_abc63711,true,3,3,60,63714,63711,0.105156,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_hn_2p014_b1160485,true,1,1,60,1160484.2,1160485.2,0.042671999,km,ug_1/0al,
mdv201_c_1_412_a8128,true,1,1,60,8127.1,8128.1,0.041452799,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_533_a8117,true,1,1,60,8119.1,8117.1,0.048767998,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_970_a63710,true,1,1,60,63709.1,63710.1,0.045719999,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_c_1_400_a21653,true,1,1,60,21654.1,21653.1,0.056083198,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_124_c63703,true,1,1,60,63708.3,63703.3,0.1161288,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_106254fuse,true,1,1,60,58411.1,106254.1,0.001524,km,,1ph-busbarnonenonebusbar
mdv201_hn_1_380_c1012407,true,1,1,60,1012405.3,1012407.3,0.041757599,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_381_abc1010731,true,3,3,60,810,1010731,0.067360798,km,,3ph_vert_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_da_8_732_c74453,true,1,1,60,39745.3,74453.3,0.058826398,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_da_8_144_abc6582,true,3,3,60,6580,6582,0.030784799,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_hn_1_147_c1012412,true,1,1,60,1012405.3,1012412.3,0.060959998,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_hn_2_846_b69620,true,1,1,60,69622.2,69620.2,0.052120798,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_hn_2_814_abc14891,true,3,3,60,63654,14891,0.10668,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_da_8_868_b1103250,true,1,1,60,56756.2,1103250.2,0.049377598,km,,1ph-nonecu_#6_1strnoneacsr_1/0_6/1
mdv201_1017350fuse,true,1,1,60,6581.2,1017350.2,0.001524,km,,1ph-nonebusbarnonebusbar
mdv201_hn_2_719_c14872,true,1,1,60,14876.3,14872.3,0.027431999,km,,1ph-nonenoneal_1/0_7stracsr_1/0_6/1
mdv201_hn_2_930_b62301,true,1,1,60,1144245.2,62301.2,0.07467599799999999,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_2_407_b809,true,1,1,60,806.2,809.2,0.054559198,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_2_650_a28242,true,1,1,60,28248.1,28242.1,0.055473598,km,,1ph-al_1/0_7strnonenoneacsr_1/0_6/1
mdv201_da_8_492_abc74428,true,3,3,60,74420,74428,0.050901598,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_hn_2_151_c14833,true,1,1,60,14831.3,14833.3,0.102108,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_hn_2_641_ac14893,true,2,2,60,28251.1.3,14893.1.3,0.048158398,km,,2ph_vert_1c-al_1/0_7strnoneal_1/0_7stracsr_1/0_6/1
mdv201_da_8_203_c46407,true,1,1,60,74456.3,46407.3,0.078028798,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_hn_1_172_a94737,true,1,1,60,94736.1,94737.1,0.068275198,km,,1ph-cu_#6_1strnonenoneacsr_1/0_6/1
mdv201_hn_1_165_c89780,true,1,1,60,89779.3,89780.3,0.065836798,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_hn_2_127_c63708,true,1,1,60,100480.3,63708.3,0.054254398,km,,1ph-nonenonecu_#6_1stracsr_1/0_6/1
mdv201_pb_0928_a1000987,true,1,1,60,1000988.1,1000987.1,0.073456798,km,ug_1/0al,
mdv201_hn_2_128_abc28288,true,3,3,60,28287,28288,0.066446398,km,,3ph_horiz_lg_1c-al_1/0_7stral_1/0_7stral_1/0_7stracsr_1/0_6/1
sw-hn_2_381_sw,true,3,3,60,1010731,mdv201_1010732usd_int,0.001,km,,
mdv201_1010732usd,true,3,3,60,mdv201_1010732usd_int,1010732,0.001524,km,,3ph_horiz_lg_1c-busbarbusbarbusbarbusbar
mdv201_1144262fuse,true,1,1,60,28226.3,1144262.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_c_1_138_abc1127424,true,3,3,60,69477,1127424,0.092659197,km,,3ph_vert_1c-al_556_19stral_556_19stral_556_19stracsr_1/0_6/1
mdv201_da_8_234_abc56762,true,3,3,60,56751,56762,0.059435998,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_1144253fuse,true,1,1,60,6572.2,1144253.2,0.001524,km,,1ph-nonebusbarnonebusbar
mdv201_hn_2_120_a28281,true,1,1,60,28282.1,28281.1,0.061569598,km,,1ph-cu_#6_1strnonenoneacsr_1/0_6/1
mdv201_hn_1_274_a94747,true,1,1,60,94743.1,94747.1,0.052120798,km,,1ph-cu_#6_1strnonenoneacsr_1/0_6/1
mdv201_hn_2_852_b39588,true,1,1,60,52519.2,39588.2,0.058826398,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_hn_2_820_b39623,true,1,1,60,39621.2,39623.2,0.071323198,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_c_1_506_a8143,true,1,1,60,1010738.1,8143.1,0.024079199,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_da_8_216_b1017349,true,1,1,60,1017348.2,1017349.2,0.061874398,km,,1ph-noneacsr_1/0_6/1noneacsr_1/0_6/1
mdv201_hn_2_291_abc63681,true,3,3,60,63680,63681,0.059435998,km,,3ph_horiz_lg_1c-al_336_19stral_336_19stral_336_19stracsr_1/0_6/1
mdv201_106259fuse,true,1,1,60,58431.3,106259.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_hn_2_382_abc823,true,3,3,60,1010732,823,0.035051999,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_hn_2_821_b39618,true,1,1,60,39621.2,39618.2,0.055168798,km,,1ph-noneal_1/0_7strnoneacsr_1/0_6/1
mdv201_hn_2_927_c94731,true,1,1,60,1140226.3,94731.3,0.065227198,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_235_abc854,true,3,3,60,28186,854,0.058826398,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_hn_2_306_abc28286,true,3,3,60,28284,28286,0.036575999,km,,3ph_horiz_lg_1c-al_1/0_7stral_1/0_7stral_1/0_7stracsr_1/0_6/1
mdv201_c_1_411_a8127,true,1,1,60,8131.1,8127.1,0.054863998,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_520_a8092,true,1,1,60,8090.1,8092.1,0.063703198,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_420_a814,true,1,1,60,808.1,814.1,0.028955999,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_hn_2_153_b14829,true,1,1,60,14828.2,14829.2,0.053644798,km,,1ph-nonecu_#6_1strnoneacsr_1/0_6/1
mdv201_hn_2_870_c831,true,1,1,60,830.3,831.3,0.053644798,km,,1ph-nonenoneal_1/0_7stracsr_1/0_6/1
mdv201_c_1_354_b1008227,true,1,1,60,1008229.2,1008227.2,0.058826398,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_21036_abc28186,true,3,3,60,28189,28186,0.068884798,km,,3ph_horiz_lg_1c-cu_#2_7strcu_#2_7strcu_#2_7stracsr_1/0_6/1
mdv201_da_8_139_b56756,true,1,1,60,6581.2,56756.2,0.126492,km,,1ph-nonecu_#6_1strnoneacsr_1/0_6/1
mdv201_hn_2_422_a790,true,1,1,60,785.1,790.1,0.046939198,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
hn_2p011_sw,true,1,1,60,1160477.2,mdv201_15005elb_int.2,0.001,km,,
mdv201_15005elb,true,1,1,60,mdv201_15005elb_int.2,15005.2,0.001524,km,busbar,
mdv201_1149717fuse,true,3,3,60,56778,1149717,0.001524,km,,3ph_horiz_lg_1c-busbarbusbarbusbarbusbar
mdv201_da_8_218_b8204,true,1,1,60,8205.2,8204.2,0.050901598,km,,1ph-noneacsr_1/0_6/1noneacsr_1/0_6/1
mdv201_hn_2_387_b804,true,1,1,60,802.2,804.2,0.051815998,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_2_859_b94734,true,1,1,60,94733.2,94734.2,0.053949598,km,,1ph-noneal_#2_7strnoneacsr_1/0_6/1
mdv201_hn_2_830_a14875,true,1,1,60,14873.1,14875.1,0.031699199,km,,1ph-al_#2_7strnonenoneacsr_1/0_6/1
mdv201_1012406fuse,true,1,1,60,58441.3,1012406.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_hn_2_186_abc15011,true,3,3,60,39764,15011,0.1085088,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_hn_2_522_c855,true,1,1,60,8087.3,855.3,0.074980798,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_108027fuse,true,1,1,60,69623.3,108027.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_1010727fuse,true,1,1,60,63638.1,1010727.1,0.001524,km,,1ph-busbarnonenonebusbar
mdv201_hn_2_831_abc39762,true,3,3,60,39763,39762,0.013716,km,,3ph_horiz_lg_1c-al_4/0_7stral_4/0_7stral_4/0_7stracsr_1/0_6/1
mdv201_1145433fuse,true,1,1,60,89785.3,1145433.3,0.001524,km,,1ph-nonenonebusbarbusbar
mdv201_hn_2_540_c8108,true,1,1,60,8098.3,8108.3,0.032308799,km,,1ph-nonenoneal_#2_7stracsr_1/0_6/1
mdv201_hn_2_653_a14878,true,1,1,60,14881.1,14878.1,0.054559198,km,,1ph-al_1/0_7strnonenoneacsr_1/0_6/1
mdv201_c_1_083_b69488,true,1,1,60,69485.2,69488.2,0.030175199,km,,1ph-nonecu_#6_1strnoneacsr_1/0_6/1
mdv201_hn_2p016_b1160487,true,1,1,60,1160482.2,1160487.2,0.091135197,km,ug_1/0al,
