name,enabled,n_phases,n_conds,base_freq,terminal1,kv,kw,kvar,kva,pf,model,vmin_pu,vmax_pu,r_neut,x_neut,connection,spec_type,status,yearly,daily,duty,spectrum
mdv201_hn_2_645_a28234-1a1,true,1,2,60,x_28234_2.1,0.24,6.64687033333333,2.763409333333326,7.198424575676296,0.923378478645635,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_645_a28234-1a2,true,1,2,60,x_28234_3.1,0.24,6.64687033333333,2.763409333333326,7.198424575676296,0.923378478645635,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_013_c28260-1c0,true,1,2,60,x_28260_1.3,0.24,3.1726465,1.253614999999999,3.411339382440165,0.9300295703005,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_013_c28260-1c1,true,1,2,60,x_28260_2.3,0.24,3.1726465,1.253614999999999,3.411339382440165,0.9300295703005,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_519_ac8090-1c0,true,1,2,60,x_8090_1.3,0.24,5.8980845,2.330523000000006,6.341824518438624,0.930029596822103,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_519_ac8090-1c1,true,1,2,60,x_8090_2.3,0.24,5.8980845,2.330523000000006,6.341824518438624,0.930029596822103,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_8077elb-1a0,true,1,2,60,x_8077_1.1,0.24,5.311089,2.208063999999998,5.751800847909895,0.923378458405763,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_8077elb-1a1,true,1,2,60,x_8077_2.1,0.24,5.311089,2.208063999999998,5.751800847909895,0.923378458405763,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_156_b39758-1b0,true,1,2,60,x_39758_1.2,0.24,2.7291815,1.042606999999999,2.92155113191456,0.934154966581572,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_156_b39758-1b1,true,1,2,60,x_39758_2.2,0.24,2.7291815,1.042606999999999,2.92155113191456,0.934154966581572,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
